id,user,chat,query,model,stage,status,feedbackScore,date,time,retryCount,feedbackComment
Q-PILOT-001,user_12,C-735,고객 만족도 설문조사 결과에서 '배송' 관련 키워드가 포함된 부정적인 피드백만 따로 필터링해서 보고 싶고 해당 주문의 배송 지연 여부도 같이 확인해줘,GPT-4,1. 모델 상태 확인,BLOCKED,,2025-12-17,13:33:51,0,
Q-PILOT-002,user_01,C-514,재고 관리 시스템에서 현재 '품절 임박' 상태인 상품들 중에서 재입고 예정일이 설정되어 있지 않은 상품 리스트를 뽑아주고 담당 MD 정보도 같이 표시해줘,Llama 3,5. 결과 요약,SUCCESS,,2025-12-17,19:56:50,0,
Q-PILOT-003,user_01,C-899,2025년 12월 17일 기준으로 서울 지역에서 가장 많이 팔린 상위 5개 품목의 매출 트렌드를 월별로 비교해서 보여주고 전년 대비 성장률도 함께 계산해줘,Claude 3.5,1. 모델 상태 확인,BLOCKED,,2025-12-17,19:17:22,0,
Q-PILOT-004,user_08,C-856,결제 수단별 매출 비중 파이 차트로,GPT-4,5. 결과 요약,SUCCESS,4,2025-12-17,18:25:46,0,사용자 피드백 내용 예시
Q-PILOT-005,user_02,C-560,특정 IP에서 시도된 비정상 접근 로그,Claude 3.5,4. SQL 생성,ERROR,1,2025-12-17,12:01:54,2,사용자 피드백 내용 예시
Q-PILOT-006,manager,C-595,2025년 12월 17일 기준으로 서울 지역에서 가장 많이 팔린 상위 5개 품목의 매출 트렌드를 월별로 비교해서 보여주고 전년 대비 성장률도 함께 계산해줘,Llama 3,2. 질문 분석,FAIL,1,2025-12-17,18:34:40,0,사용자 피드백 내용 예시
Q-PILOT-007,user_01,C-731,이번 달 가장 많이 팔린 상품 10개,GPT-4,5. 결과 요약,SUCCESS,3,2025-12-17,11:50:51,0,사용자 피드백 내용 예시
Q-PILOT-008,user_01,C-794,이번 달 가장 많이 팔린 상품 10개,Claude 3.5,4. SQL 생성,ERROR,1,2025-12-17,09:51:08,0,사용자 피드백 내용 예시
Q-PILOT-009,user_04,C-894,최근 3개월간 월별 사용자 증가 추이,Claude 3.5,5. 결과 요약,SUCCESS,4,2025-12-17,15:16:57,0,사용자 피드백 내용 예시
Q-PILOT-010,user_12,C-817,고객 만족도 설문조사 결과에서 '배송' 관련 키워드가 포함된 부정적인 피드백만 따로 필터링해서 보고 싶고 해당 주문의 배송 지연 여부도 같이 확인해줘,Llama 3,2. 질문 분석,FAIL,2,2025-12-17,13:33:46,0,사용자 피드백 내용 예시
Q-PILOT-011,user_08,C-463,강남구 지역 배달 지연 건수,Claude 3.5,5. 결과 요약,SUCCESS,3,2025-12-17,18:48:06,0,사용자 피드백 내용 예시
Q-PILOT-012,manager,C-773,서버 로그 중 에러 발생 비율,GPT-4,5. 결과 요약,SUCCESS,,2025-12-17,18:29:47,0,
Q-PILOT-013,user_04,C-327,고객 만족도 설문조사 결과에서 '배송' 관련 키워드가 포함된 부정적인 피드백만 따로 필터링해서 보고 싶고 해당 주문의 배송 지연 여부도 같이 확인해줘,Claude 3.5,1. 모델 상태 확인,BLOCKED,1,2025-12-17,12:36:40,0,사용자 피드백 내용 예시
Q-PILOT-014,user_02,C-534,최근 3개월간 월별 사용자 증가 추이,Claude 3.5,5. 결과 요약,SUCCESS,4,2025-12-17,14:47:20,0,사용자 피드백 내용 예시
Q-PILOT-015,user_04,C-590,현재 데이터베이스의 활성 세션 수가 임계치를 초과하는 경우가 잦은데 주로 어떤 쿼리가 리소스를 많이 점유하고 있는지 실행 계획이 비효율적인 상위 10개 쿼리 추출해줘,Llama 3,5. 결과 요약,SUCCESS,5,2025-12-17,13:35:32,0,사용자 피드백 내용 예시
Q-PILOT-016,admin,C-618,고객 만족도 설문조사 결과에서 '배송' 관련 키워드가 포함된 부정적인 피드백만 따로 필터링해서 보고 싶고 해당 주문의 배송 지연 여부도 같이 확인해줘,GPT-4,5. 결과 요약,SUCCESS,4,2025-12-17,14:17:47,0,사용자 피드백 내용 예시
Q-PILOT-017,user_05,C-698,"상품 리뷰 텍스트 마이닝 결과에서 '가성비', '디자인', '품질' 세 가지 키워드에 대한 긍정/부정 비율이 제품 카테고리별로 어떻게 다른지 비교 분석해줘",Claude 3.5,1. 모델 상태 확인,BLOCKED,,2025-12-18,15:51:10,0,
Q-PILOT-018,user_03,C-626,고객 만족도 설문조사 결과에서 '배송' 관련 키워드가 포함된 부정적인 피드백만 따로 필터링해서 보고 싶고 해당 주문의 배송 지연 여부도 같이 확인해줘,Claude 3.5,5. 결과 요약,SUCCESS,,2025-12-18,09:52:58,0,
Q-PILOT-019,user_01,C-928,2025년 12월 17일 기준으로 서울 지역에서 가장 많이 팔린 상위 5개 품목의 매출 트렌드를 월별로 비교해서 보여주고 전년 대비 성장률도 함께 계산해줘,Claude 3.5,5. 결과 요약,SUCCESS,5,2025-12-18,10:53:33,0,사용자 피드백 내용 예시
Q-PILOT-020,user_02,C-445,이번 달 마케팅 캠페인 'Winter Sale'을 통해 유입된 신규 고객들의 첫 구매 평균 금액과 재구매율이 어떻게 되는지 궁금해,Llama 3,5. 결과 요약,SUCCESS,,2025-12-18,15:09:45,0,
Q-PILOT-021,user_08,C-151,이번 달 마케팅 캠페인 'Winter Sale'을 통해 유입된 신규 고객들의 첫 구매 평균 금액과 재구매율이 어떻게 되는지 궁금해,Claude 3.5,5. 결과 요약,SUCCESS,4,2025-12-18,17:59:19,0,사용자 피드백 내용 예시
Q-PILOT-022,user_12,C-643,VIP 고객 리스트 추출해줘,Claude 3.5,2. 질문 분석,FAIL,2,2025-12-18,17:58:44,1,사용자 피드백 내용 예시
Q-PILOT-023,user_02,C-804,강남구 지역 배달 지연 건수,Llama 3,5. 결과 요약,SUCCESS,,2025-12-18,16:27:48,0,
Q-PILOT-024,user_10,C-951,재고 부족 상품 알림 설정해줘,Claude 3.5,5. 결과 요약,SUCCESS,3,2025-12-18,11:43:04,0,사용자 피드백 내용 예시
Q-PILOT-025,user_04,C-165,서버 로그 중 에러 발생 비율,Llama 3,5. 결과 요약,SUCCESS,,2025-12-18,09:42:39,0,
Q-PILOT-026,user_03,C-389,재고 관리 시스템에서 현재 '품절 임박' 상태인 상품들 중에서 재입고 예정일이 설정되어 있지 않은 상품 리스트를 뽑아주고 담당 MD 정보도 같이 표시해줘,Claude 3.5,1. 모델 상태 확인,BLOCKED,,2025-12-18,13:20:49,0,
Q-PILOT-027,user_01,C-877,최근 3개월 동안 발생한 시스템 에러 로그 중에서 'Timeout' 관련 오류가 발생한 시간대별 빈도수를 분석하고 특정 서버에 집중되어 있는지 확인해줘,Llama 3,3. 메타 조회,ERROR,,2025-12-18,14:50:53,2,
Q-PILOT-028,user_05,C-278,최근 3개월간 월별 사용자 증가 추이,Claude 3.5,3. 메타 조회,ERROR,,2025-12-18,10:42:04,1,
Q-PILOT-029,user_08,C-122,30대 여성 고객들이 가장 선호하는 색상 옵션이 무엇인지 의류 카테고리 판매 데이터를 기반으로 분석하고 재고가 충분한지 확인해줘,Llama 3,3. 메타 조회,FAIL,,2025-12-18,13:15:59,2,
Q-PILOT-030,user_01,C-132,현재 데이터베이스의 활성 세션 수가 임계치를 초과하는 경우가 잦은데 주로 어떤 쿼리가 리소스를 많이 점유하고 있는지 실행 계획이 비효율적인 상위 10개 쿼리 추출해줘,Claude 3.5,5. 결과 요약,SUCCESS,,2025-12-18,10:42:17,0,
Q-PILOT-031,user_02,C-976,"상품 리뷰 텍스트 마이닝 결과에서 '가성비', '디자인', '품질' 세 가지 키워드에 대한 긍정/부정 비율이 제품 카테고리별로 어떻게 다른지 비교 분석해줘",Llama 3,5. 결과 요약,SUCCESS,3,2025-12-19,17:23:34,0,사용자 피드백 내용 예시
Q-PILOT-032,user_01,C-889,일별 매출 현황 보여줘,Llama 3,5. 결과 요약,SUCCESS,,2025-12-19,11:45:28,0,
Q-PILOT-033,user_10,C-356,강남구 지역 배달 지연 건수,Llama 3,2. 질문 분석,FAIL,2,2025-12-19,19:44:41,1,사용자 피드백 내용 예시
Q-PILOT-034,user_12,C-585,재고 부족 상품 알림 설정해줘,Llama 3,5. 결과 요약,SUCCESS,4,2025-12-19,17:08:44,0,사용자 피드백 내용 예시
Q-PILOT-035,manager,C-372,최근 3개월 동안 발생한 시스템 에러 로그 중에서 'Timeout' 관련 오류가 발생한 시간대별 빈도수를 분석하고 특정 서버에 집중되어 있는지 확인해줘,Claude 3.5,5. 결과 요약,SUCCESS,4,2025-12-19,10:15:31,0,사용자 피드백 내용 예시
Q-PILOT-036,user_12,C-384,최근 3개월간 월별 사용자 증가 추이,Llama 3,5. 결과 요약,SUCCESS,3,2025-12-19,11:46:38,0,사용자 피드백 내용 예시
Q-PILOT-037,user_01,C-554,마케팅 캠페인 효율 분석 리포트,Claude 3.5,1. 모델 상태 확인,BLOCKED,,2025-12-19,15:08:01,0,
Q-PILOT-038,admin,C-398,강남구 지역 배달 지연 건수,GPT-4,5. 결과 요약,SUCCESS,3,2025-12-19,09:02:45,0,사용자 피드백 내용 예시
Q-PILOT-039,user_02,C-747,결제 수단별 매출 비중 파이 차트로,GPT-4,4. SQL 생성,ERROR,1,2025-12-19,15:04:32,0,사용자 피드백 내용 예시
Q-PILOT-040,admin,C-120,일별 매출 현황 보여줘,Llama 3,4. SQL 생성,ERROR,1,2025-12-19,09:45:59,3,사용자 피드백 내용 예시
Q-PILOT-041,user_05,C-979,30대 여성 고객들이 가장 선호하는 색상 옵션이 무엇인지 의류 카테고리 판매 데이터를 기반으로 분석하고 재고가 충분한지 확인해줘,Claude 3.5,5. 결과 요약,SUCCESS,5,2025-12-19,19:12:24,0,사용자 피드백 내용 예시
Q-PILOT-042,user_01,C-386,재고 부족 상품 알림 설정해줘,Claude 3.5,5. 결과 요약,SUCCESS,4,2025-12-19,13:08:44,0,사용자 피드백 내용 예시
Q-PILOT-043,user_05,C-765,재고 부족 상품 알림 설정해줘,Llama 3,5. 결과 요약,SUCCESS,,2025-12-19,18:31:52,0,
Q-PILOT-044,user_08,C-952,2025년 12월 17일 기준으로 서울 지역에서 가장 많이 팔린 상위 5개 품목의 매출 트렌드를 월별로 비교해서 보여주고 전년 대비 성장률도 함께 계산해줘,Claude 3.5,4. SQL 생성,ERROR,,2025-12-19,19:24:36,1,
Q-PILOT-045,user_01,C-855,서버 로그 중 에러 발생 비율,GPT-4,3. 메타 조회,ERROR,,2025-12-19,13:19:46,1,
Q-PILOT-046,user_04,C-370,재고 부족 상품 알림 설정해줘,Claude 3.5,5. 결과 요약,SUCCESS,3,2025-12-19,18:40:38,0,사용자 피드백 내용 예시
Q-PILOT-047,user_10,C-355,현재 데이터베이스의 활성 세션 수가 임계치를 초과하는 경우가 잦은데 주로 어떤 쿼리가 리소스를 많이 점유하고 있는지 실행 계획이 비효율적인 상위 10개 쿼리 추출해줘,GPT-4,5. 결과 요약,SUCCESS,4,2025-12-19,09:47:21,0,사용자 피드백 내용 예시
Q-PILOT-048,user_01,C-559,이번 달 마케팅 캠페인 'Winter Sale'을 통해 유입된 신규 고객들의 첫 구매 평균 금액과 재구매율이 어떻게 되는지 궁금해,Claude 3.5,5. 결과 요약,SUCCESS,3,2025-12-19,12:10:22,0,사용자 피드백 내용 예시
Q-PILOT-049,manager,C-410,결제 수단별 매출 비중 파이 차트로,GPT-4,5. 결과 요약,SUCCESS,,2025-12-20,10:35:25,0,
Q-PILOT-050,user_08,C-761,최근 3개월 동안 발생한 시스템 에러 로그 중에서 'Timeout' 관련 오류가 발생한 시간대별 빈도수를 분석하고 특정 서버에 집중되어 있는지 확인해줘,Claude 3.5,5. 결과 요약,SUCCESS,5,2025-12-20,11:47:42,0,사용자 피드백 내용 예시
Q-PILOT-051,user_02,C-821,마케팅 캠페인 효율 분석 리포트,Claude 3.5,5. 결과 요약,SUCCESS,3,2025-12-20,15:35:01,0,사용자 피드백 내용 예시
Q-PILOT-052,user_08,C-746,"상품 리뷰 텍스트 마이닝 결과에서 '가성비', '디자인', '품질' 세 가지 키워드에 대한 긍정/부정 비율이 제품 카테고리별로 어떻게 다른지 비교 분석해줘",GPT-4,3. 메타 조회,ERROR,1,2025-12-20,18:09:25,0,사용자 피드백 내용 예시
Q-PILOT-053,user_03,C-157,결제 수단별 매출 비중 파이 차트로,Claude 3.5,5. 결과 요약,SUCCESS,5,2025-12-20,19:10:51,0,사용자 피드백 내용 예시
Q-PILOT-054,user_04,C-414,최근 3개월간 월별 사용자 증가 추이,Claude 3.5,1. 모델 상태 확인,BLOCKED,2,2025-12-20,17:52:36,0,사용자 피드백 내용 예시
Q-PILOT-055,manager,C-777,앱 다운로드 수가 가장 많은 국가 상위 10곳의 최근 1주일간 DAU(Daily Active Users) 추이를 꺾은선 그래프로 비교하고 싶어 데이터 준비해줘,GPT-4,3. 메타 조회,ERROR,1,2025-12-20,16:48:42,1,사용자 피드백 내용 예시
Q-PILOT-056,user_08,C-516,고객 만족도 설문조사 결과에서 '배송' 관련 키워드가 포함된 부정적인 피드백만 따로 필터링해서 보고 싶고 해당 주문의 배송 지연 여부도 같이 확인해줘,Claude 3.5,5. 결과 요약,SUCCESS,5,2025-12-20,11:22:27,0,사용자 피드백 내용 예시
Q-PILOT-057,user_05,C-991,특정 IP에서 시도된 비정상 접근 로그,Llama 3,5. 결과 요약,SUCCESS,3,2025-12-20,15:42:11,0,사용자 피드백 내용 예시
Q-PILOT-058,user_08,C-315,이번 달 가장 많이 팔린 상품 10개,Claude 3.5,3. 메타 조회,FAIL,,2025-12-20,18:52:08,2,
Q-PILOT-059,manager,C-359,재고 부족 상품 알림 설정해줘,GPT-4,1. 모델 상태 확인,BLOCKED,2,2025-12-20,09:51:56,0,사용자 피드백 내용 예시
Q-PILOT-060,user_08,C-710,일별 매출 현황 보여줘,Llama 3,4. SQL 생성,ERROR,,2025-12-20,17:56:10,1,
Q-PILOT-061,user_12,C-549,일별 매출 현황 보여줘,GPT-4,5. 결과 요약,SUCCESS,4,2025-12-20,15:22:08,0,사용자 피드백 내용 예시
Q-PILOT-062,manager,C-525,이번 달 가장 많이 팔린 상품 10개,Llama 3,5. 결과 요약,SUCCESS,4,2025-12-21,18:59:24,0,사용자 피드백 내용 예시
