id,user,chat,query,model,stage,status,feedbackScore,date,time,retryCount,feedbackComment
Q-PILOT-063,admin,C-566,서버 로그 중 에러 발생 비율,Llama 3,5. 결과 요약,SUCCESS,,2025-12-21,09:21:13,0,
Q-PILOT-064,user_08,C-841,30대 여성 고객들이 가장 선호하는 색상 옵션이 무엇인지 의류 카테고리 판매 데이터를 기반으로 분석하고 재고가 충분한지 확인해줘,Claude 3.5,5. 결과 요약,SUCCESS,3,2025-12-21,17:19:09,0,사용자 피드백 내용 예시
Q-PILOT-065,manager,C-939,"상품 리뷰 텍스트 마이닝 결과에서 '가성비', '디자인', '품질' 세 가지 키워드에 대한 긍정/부정 비율이 제품 카테고리별로 어떻게 다른지 비교 분석해줘",Claude 3.5,5. 결과 요약,SUCCESS,4,2025-12-21,11:28:21,0,사용자 피드백 내용 예시
Q-PILOT-066,user_12,C-207,VIP 고객 리스트 추출해줘,Claude 3.5,5. 결과 요약,SUCCESS,,2025-12-21,14:16:20,0,
Q-PILOT-067,admin,C-686,"분기별 재무 보고서 작성을 위해 필요한 매출, 영업이익, 순이익 데이터를 지난 3년 치를 월 단위로 정리해서 엑셀로 다운로드할 수 있게 표로 만들어줘",Claude 3.5,1. 모델 상태 확인,BLOCKED,,2025-12-21,14:50:40,0,
Q-PILOT-068,user_05,C-197,VIP 고객 리스트 추출해줘,GPT-4,5. 결과 요약,SUCCESS,,2025-12-21,12:47:17,0,
Q-PILOT-069,user_04,C-227,일별 매출 현황 보여줘,GPT-4,3. 메타 조회,ERROR,2,2025-12-21,14:59:26,2,사용자 피드백 내용 예시
Q-PILOT-070,manager,C-557,현재 데이터베이스의 활성 세션 수가 임계치를 초과하는 경우가 잦은데 주로 어떤 쿼리가 리소스를 많이 점유하고 있는지 실행 계획이 비효율적인 상위 10개 쿼리 추출해줘,GPT-4,5. 결과 요약,SUCCESS,5,2025-12-21,10:57:21,0,사용자 피드백 내용 예시
Q-PILOT-071,user_03,C-604,이번 달 마케팅 캠페인 'Winter Sale'을 통해 유입된 신규 고객들의 첫 구매 평균 금액과 재구매율이 어떻게 되는지 궁금해,Llama 3,5. 결과 요약,SUCCESS,,2025-12-21,14:02:22,0,
Q-PILOT-072,admin,C-707,서버 로그 중 에러 발생 비율,GPT-4,2. 질문 분석,FAIL,1,2025-12-21,18:51:24,2,사용자 피드백 내용 예시
Q-PILOT-073,user_02,C-239,재고 부족 상품 알림 설정해줘,Claude 3.5,5. 결과 요약,SUCCESS,,2025-12-21,10:43:08,0,
Q-PILOT-074,manager,C-507,"상품 리뷰 텍스트 마이닝 결과에서 '가성비', '디자인', '품질' 세 가지 키워드에 대한 긍정/부정 비율이 제품 카테고리별로 어떻게 다른지 비교 분석해줘",GPT-4,5. 결과 요약,SUCCESS,3,2025-12-21,11:25:01,0,사용자 피드백 내용 예시
Q-PILOT-075,user_10,C-494,최근 3개월간 월별 사용자 증가 추이,GPT-4,4. SQL 생성,ERROR,,2025-12-22,13:51:02,3,
Q-PILOT-076,admin,C-588,강남구 지역 배달 지연 건수,Llama 3,4. SQL 생성,ERROR,1,2025-12-22,11:53:50,2,사용자 피드백 내용 예시
Q-PILOT-077,user_10,C-223,"상품 리뷰 텍스트 마이닝 결과에서 '가성비', '디자인', '품질' 세 가지 키워드에 대한 긍정/부정 비율이 제품 카테고리별로 어떻게 다른지 비교 분석해줘",Claude 3.5,5. 결과 요약,SUCCESS,5,2025-12-22,15:56:13,0,사용자 피드백 내용 예시
Q-PILOT-078,user_08,C-897,30대 여성 고객들이 가장 선호하는 색상 옵션이 무엇인지 의류 카테고리 판매 데이터를 기반으로 분석하고 재고가 충분한지 확인해줘,GPT-4,5. 결과 요약,SUCCESS,,2025-12-22,10:55:54,0,
Q-PILOT-079,user_04,C-130,앱 다운로드 수가 가장 많은 국가 상위 10곳의 최근 1주일간 DAU(Daily Active Users) 추이를 꺾은선 그래프로 비교하고 싶어 데이터 준비해줘,GPT-4,5. 결과 요약,SUCCESS,,2025-12-22,12:27:47,0,
Q-PILOT-080,admin,C-992,이번 달 가장 많이 팔린 상품 10개,GPT-4,2. 질문 분석,FAIL,,2025-12-22,11:47:29,0,
Q-PILOT-081,user_12,C-664,마케팅 캠페인 효율 분석 리포트,GPT-4,5. 결과 요약,SUCCESS,4,2025-12-22,14:34:21,0,사용자 피드백 내용 예시
Q-PILOT-082,user_05,C-597,마케팅 캠페인 효율 분석 리포트,Llama 3,3. 메타 조회,ERROR,2,2025-12-22,10:04:18,1,사용자 피드백 내용 예시
Q-PILOT-083,user_01,C-338,앱 다운로드 수가 가장 많은 국가 상위 10곳의 최근 1주일간 DAU(Daily Active Users) 추이를 꺾은선 그래프로 비교하고 싶어 데이터 준비해줘,Llama 3,3. 메타 조회,FAIL,,2025-12-22,15:52:30,2,
Q-PILOT-084,admin,C-790,강남구 지역 배달 지연 건수,Llama 3,5. 결과 요약,SUCCESS,5,2025-12-22,09:28:25,0,사용자 피드백 내용 예시
Q-PILOT-085,admin,C-241,강남구 지역 배달 지연 건수,Llama 3,5. 결과 요약,SUCCESS,5,2025-12-22,09:22:53,0,사용자 피드백 내용 예시
Q-PILOT-086,user_04,C-746,강남구 지역 배달 지연 건수,Llama 3,1. 모델 상태 확인,BLOCKED,1,2025-12-22,17:56:52,0,사용자 피드백 내용 예시
Q-PILOT-087,admin,C-901,현재 데이터베이스의 활성 세션 수가 임계치를 초과하는 경우가 잦은데 주로 어떤 쿼리가 리소스를 많이 점유하고 있는지 실행 계획이 비효율적인 상위 10개 쿼리 추출해줘,Claude 3.5,5. 결과 요약,SUCCESS,3,2025-12-22,15:09:45,0,사용자 피드백 내용 예시
Q-PILOT-088,user_12,C-241,일별 매출 현황 보여줘,GPT-4,3. 메타 조회,ERROR,2,2025-12-22,15:15:04,3,사용자 피드백 내용 예시
Q-PILOT-089,user_05,C-550,일별 매출 현황 보여줘,GPT-4,5. 결과 요약,SUCCESS,,2025-12-22,09:20:08,0,
Q-PILOT-090,user_02,C-224,일별 매출 현황 보여줘,Llama 3,2. 질문 분석,FAIL,2,2025-12-23,10:39:57,1,사용자 피드백 내용 예시
Q-PILOT-091,user_10,C-967,"상품 리뷰 텍스트 마이닝 결과에서 '가성비', '디자인', '품질' 세 가지 키워드에 대한 긍정/부정 비율이 제품 카테고리별로 어떻게 다른지 비교 분석해줘",Llama 3,5. 결과 요약,SUCCESS,4,2025-12-23,16:02:14,0,사용자 피드백 내용 예시
Q-PILOT-092,user_01,C-755,30대 여성 고객들이 가장 선호하는 색상 옵션이 무엇인지 의류 카테고리 판매 데이터를 기반으로 분석하고 재고가 충분한지 확인해줘,Claude 3.5,3. 메타 조회,ERROR,,2025-12-23,15:31:10,1,
Q-PILOT-093,user_12,C-750,"상품 리뷰 텍스트 마이닝 결과에서 '가성비', '디자인', '품질' 세 가지 키워드에 대한 긍정/부정 비율이 제품 카테고리별로 어떻게 다른지 비교 분석해줘",Claude 3.5,5. 결과 요약,SUCCESS,5,2025-12-23,11:18:13,0,사용자 피드백 내용 예시
Q-PILOT-094,user_03,C-869,2025년 12월 17일 기준으로 서울 지역에서 가장 많이 팔린 상위 5개 품목의 매출 트렌드를 월별로 비교해서 보여주고 전년 대비 성장률도 함께 계산해줘,Llama 3,5. 결과 요약,SUCCESS,3,2025-12-23,14:39:38,0,사용자 피드백 내용 예시
Q-PILOT-095,user_03,C-792,이번 달 마케팅 캠페인 'Winter Sale'을 통해 유입된 신규 고객들의 첫 구매 평균 금액과 재구매율이 어떻게 되는지 궁금해,Llama 3,5. 결과 요약,SUCCESS,5,2025-12-23,09:00:03,0,사용자 피드백 내용 예시
Q-PILOT-096,user_02,C-483,결제 수단별 매출 비중 파이 차트로,Claude 3.5,5. 결과 요약,SUCCESS,3,2025-12-23,15:37:10,0,사용자 피드백 내용 예시
Q-PILOT-097,user_12,C-731,현재 데이터베이스의 활성 세션 수가 임계치를 초과하는 경우가 잦은데 주로 어떤 쿼리가 리소스를 많이 점유하고 있는지 실행 계획이 비효율적인 상위 10개 쿼리 추출해줘,GPT-4,5. 결과 요약,SUCCESS,,2025-12-23,19:50:28,0,
Q-PILOT-098,user_03,C-555,2025년 12월 17일 기준으로 서울 지역에서 가장 많이 팔린 상위 5개 품목의 매출 트렌드를 월별로 비교해서 보여주고 전년 대비 성장률도 함께 계산해줘,GPT-4,5. 결과 요약,SUCCESS,5,2025-12-23,16:59:48,0,사용자 피드백 내용 예시
Q-PILOT-099,user_04,C-808,2025년 12월 17일 기준으로 서울 지역에서 가장 많이 팔린 상위 5개 품목의 매출 트렌드를 월별로 비교해서 보여주고 전년 대비 성장률도 함께 계산해줘,GPT-4,5. 결과 요약,SUCCESS,3,2025-12-23,09:27:28,0,사용자 피드백 내용 예시
Q-PILOT-100,user_03,C-334,결제 수단별 매출 비중 파이 차트로,Llama 3,2. 질문 분석,FAIL,,2025-12-23,12:18:29,3,
Q-PILOT-101,user_05,C-185,서버 로그 중 에러 발생 비율,Llama 3,5. 결과 요약,SUCCESS,3,2025-12-23,18:55:48,0,사용자 피드백 내용 예시
Q-PILOT-102,user_12,C-111,서버 로그 중 에러 발생 비율,GPT-4,1. 모델 상태 확인,BLOCKED,,2025-12-23,19:56:41,0,
Q-PILOT-103,manager,C-108,이번 달 마케팅 캠페인 'Winter Sale'을 통해 유입된 신규 고객들의 첫 구매 평균 금액과 재구매율이 어떻게 되는지 궁금해,GPT-4,1. 모델 상태 확인,BLOCKED,,2025-12-23,15:47:32,0,
Q-PILOT-104,user_04,C-565,고객 만족도 설문조사 결과에서 '배송' 관련 키워드가 포함된 부정적인 피드백만 따로 필터링해서 보고 싶고 해당 주문의 배송 지연 여부도 같이 확인해줘,Llama 3,1. 모델 상태 확인,BLOCKED,2,2025-12-23,14:30:08,0,사용자 피드백 내용 예시
Q-PILOT-105,user_04,C-360,고객 만족도 설문조사 결과에서 '배송' 관련 키워드가 포함된 부정적인 피드백만 따로 필터링해서 보고 싶고 해당 주문의 배송 지연 여부도 같이 확인해줘,Claude 3.5,4. SQL 생성,ERROR,2,2025-12-23,14:21:32,3,사용자 피드백 내용 예시
Q-PILOT-106,user_03,C-917,앱 다운로드 수가 가장 많은 국가 상위 10곳의 최근 1주일간 DAU(Daily Active Users) 추이를 꺾은선 그래프로 비교하고 싶어 데이터 준비해줘,GPT-4,1. 모델 상태 확인,BLOCKED,,2025-12-24,09:55:44,0,
Q-PILOT-107,manager,C-690,"분기별 재무 보고서 작성을 위해 필요한 매출, 영업이익, 순이익 데이터를 지난 3년 치를 월 단위로 정리해서 엑셀로 다운로드할 수 있게 표로 만들어줘",Claude 3.5,1. 모델 상태 확인,BLOCKED,2,2025-12-24,17:52:41,0,사용자 피드백 내용 예시
Q-PILOT-108,user_05,C-250,강남구 지역 배달 지연 건수,GPT-4,5. 결과 요약,SUCCESS,3,2025-12-24,11:12:54,0,사용자 피드백 내용 예시
Q-PILOT-109,user_04,C-259,서버 로그 중 에러 발생 비율,Llama 3,5. 결과 요약,SUCCESS,,2025-12-24,12:34:16,0,
Q-PILOT-110,user_10,C-191,"분기별 재무 보고서 작성을 위해 필요한 매출, 영업이익, 순이익 데이터를 지난 3년 치를 월 단위로 정리해서 엑셀로 다운로드할 수 있게 표로 만들어줘",Claude 3.5,1. 모델 상태 확인,BLOCKED,,2025-12-24,11:07:31,0,
Q-PILOT-111,user_02,C-683,재고 관리 시스템에서 현재 '품절 임박' 상태인 상품들 중에서 재입고 예정일이 설정되어 있지 않은 상품 리스트를 뽑아주고 담당 MD 정보도 같이 표시해줘,GPT-4,5. 결과 요약,SUCCESS,,2025-12-24,18:35:04,0,
Q-PILOT-112,user_05,C-330,재고 부족 상품 알림 설정해줘,Llama 3,3. 메타 조회,ERROR,2,2025-12-24,11:23:48,0,사용자 피드백 내용 예시
Q-PILOT-113,user_02,C-733,VIP 고객 리스트 추출해줘,Claude 3.5,5. 결과 요약,SUCCESS,,2025-12-24,17:27:53,0,
Q-PILOT-114,user_04,C-249,이번 달 가장 많이 팔린 상품 10개,Claude 3.5,5. 결과 요약,SUCCESS,,2025-12-24,17:52:35,0,
Q-PILOT-115,user_10,C-416,재고 관리 시스템에서 현재 '품절 임박' 상태인 상품들 중에서 재입고 예정일이 설정되어 있지 않은 상품 리스트를 뽑아주고 담당 MD 정보도 같이 표시해줘,GPT-4,5. 결과 요약,SUCCESS,4,2025-12-24,19:51:40,0,사용자 피드백 내용 예시
Q-PILOT-116,user_08,C-222,앱 다운로드 수가 가장 많은 국가 상위 10곳의 최근 1주일간 DAU(Daily Active Users) 추이를 꺾은선 그래프로 비교하고 싶어 데이터 준비해줘,Llama 3,5. 결과 요약,SUCCESS,4,2025-12-24,19:59:28,0,사용자 피드백 내용 예시
Q-PILOT-117,user_10,C-811,서버 로그 중 에러 발생 비율,Claude 3.5,5. 결과 요약,SUCCESS,3,2025-12-24,12:27:52,0,사용자 피드백 내용 예시
Q-PILOT-118,manager,C-856,최근 3개월 동안 발생한 시스템 에러 로그 중에서 'Timeout' 관련 오류가 발생한 시간대별 빈도수를 분석하고 특정 서버에 집중되어 있는지 확인해줘,GPT-4,2. 질문 분석,FAIL,,2025-12-24,11:56:00,1,
Q-PILOT-119,admin,C-595,서버 로그 중 에러 발생 비율,GPT-4,1. 모델 상태 확인,BLOCKED,2,2025-12-24,19:58:40,0,사용자 피드백 내용 예시
Q-PILOT-120,user_12,C-699,2025년 12월 17일 기준으로 서울 지역에서 가장 많이 팔린 상위 5개 품목의 매출 트렌드를 월별로 비교해서 보여주고 전년 대비 성장률도 함께 계산해줘,GPT-4,5. 결과 요약,SUCCESS,5,2025-12-24,09:34:00,0,사용자 피드백 내용 예시
Q-PILOT-121,admin,C-880,앱 다운로드 수가 가장 많은 국가 상위 10곳의 최근 1주일간 DAU(Daily Active Users) 추이를 꺾은선 그래프로 비교하고 싶어 데이터 준비해줘,Claude 3.5,3. 메타 조회,ERROR,,2025-12-24,19:03:51,0,
Q-PILOT-122,manager,C-970,앱 다운로드 수가 가장 많은 국가 상위 10곳의 최근 1주일간 DAU(Daily Active Users) 추이를 꺾은선 그래프로 비교하고 싶어 데이터 준비해줘,Claude 3.5,1. 모델 상태 확인,BLOCKED,2,2025-12-24,10:01:03,0,사용자 피드백 내용 예시
Q-PILOT-123,user_05,C-190,특정 IP에서 시도된 비정상 접근 로그,GPT-4,5. 결과 요약,SUCCESS,5,2025-12-24,18:47:16,0,사용자 피드백 내용 예시